"","vendor_dynamic_1.it_decreased","vendor_dynamic_1.it_increased","vendor_dynamic_1.it_stayed_the_same","vendor_dynamic_3.it_decreased","vendor_dynamic_3.it_increased","vendor_dynamic_3.it_stayed_the_same","vendor_dynamic_3.dontknow","vendor_dynamic_2.it_decreased","vendor_dynamic_2.it_increased","vendor_dynamic_2.it_stayed_the_same","vendor_dynamic_2.dontknow","vendor_dynamic_4.no","vendor_dynamic_4.not_sure","vendor_dynamic_4.yes","top5_difficulties_faced_in_replenishing.shortage_of_carriers","top5_difficulties_faced_in_replenishing.stop_their_production","top5_difficulties_faced_in_replenishing.suppliers_no_longer","top5_difficulties_faced_in_replenishing.transport_of_supplies_between","top5_difficulties_faced_in_replenishing.increased_military_police_presence","top5_assistance_items_if_yes.food_assistance_items","fresh_food_items.inside_the_camp","fresh_food_items.outside_the_camp","non_fresh_food_items.inside_the_camp","non_fresh_food_items.outside_the_camp","hygenic_nfi.inside_the_camp","hygenic_nfi.outside_the_camp"
"1",17,11,72,83,6,11,0,89,6,6,0,61,33,6,57,29,29,29,29,100,14,86,12,88,20,80
