"","prevent_the_spread_of_COVID19.gel","prevent_the_spread_of_COVID19.gloves","prevent_the_spread_of_COVID19.facemasks","prevent_the_spread_of_COVID19.limiting_the_number_people","prevent_the_spread_of_COVID19.handwashing_facilities","prevent_the_spread_of_COVID19.social_distancing","prevent_the_spread_of_COVID19.implement_a_fence","prevent_the_spread_of_COVID19.priority_care","prevent_the_spread_of_COVID19.none","prevent_the_spread_of_COVID19.other","community_members_accessing_markets.no_cash","community_members_accessing_markets.avoiding_markets","community_members_accessing_markets.due_to_aggressive","community_members_accessing_markets.due_to_increased_military","community_members_accessing_markets.long_waiting_times","community_members_accessing_markets.fear_of_checkpoints","community_members_accessing_markets.community_member","community_members_accessing_markets.challenges","community_members_accessing_markets.no_issues","community_members_accessing_markets.not_sure","community_members_accessing_markets.other","witnessed_safety_or_security.no_problems","witnessed_safety_or_security.theft_of_items","witnessed_safety_or_security.risk_of_theft","witnessed_safety_or_security.risk_of_theft_of_items_business_hours","witnessed_safety_or_security.armed_robbery","witnessed_safety_or_security.forced_closure","@prevent_the_spread_of_COVID19.gel.tri","@prevent_the_spread_of_COVID19.gloves.tri","@prevent_the_spread_of_COVID19.facemasks.tri","@prevent_the_spread_of_COVID19.limiting_the_number_people.tri","@prevent_the_spread_of_COVID19.handwashing_facilities.tri","@prevent_the_spread_of_COVID19.social_distancing.tri","@prevent_the_spread_of_COVID19.implement_a_fence.tri","@prevent_the_spread_of_COVID19.priority_care.tri","@prevent_the_spread_of_COVID19.none.tri","@prevent_the_spread_of_COVID19.other.tri","@community_members_accessing_markets.no_cash.tri","@community_members_accessing_markets.avoiding_markets.tri","@community_members_accessing_markets.due_to_aggressive.tri","@community_members_accessing_markets.due_to_increased_military.tri","@community_members_accessing_markets.long_waiting_times.tri","@community_members_accessing_markets.fear_of_checkpoints.tri","@community_members_accessing_markets.community_member.tri","@community_members_accessing_markets.challenges.tri","@community_members_accessing_markets.no_issues.tri","@community_members_accessing_markets.not_sure.tri","@community_members_accessing_markets.other.tri","@witnessed_safety_or_security.no_problems.tri","@witnessed_safety_or_security.theft_of_items.tri","@witnessed_safety_or_security.risk_of_theft.tri","@witnessed_safety_or_security.risk_of_theft_of_items_business_hours.tri","@witnessed_safety_or_security.armed_robbery.tri","@witnessed_safety_or_security.forced_closure.tri","assistance_items_if_yes_lab_1","assistance_items_if_yes_lab_2","assistance_items_if_yes_lab_3","assistance_items_if_yes_val_1","assistance_items_if_yes_val_2","assistance_items_if_yes_val_3","items_are_most_affected_lab_1","items_are_most_affected_lab_2","items_are_most_affected_lab_3","items_are_most_affected_lab_4","items_are_most_affected_lab_5","items_are_most_affected_lab_6","cheapest_price_for_1kg_of_chicken","cheapest_price_for_cooking_oil","cheapest_price_for_1kg_of_lentils","cheapest_price_for_0.5kg_of_leafy_greens","cheapest_price_for_1kg_of_bananas","cheapest_price_for_12_of_eggs","cheapest_price_for_1kg_of_dry_fish","cheapest_price_for_1kg_rice","cheapest_price_for_100g_soap_bar_of_soap","cheapest_price_for_0_5l_of_bleachwashing_powder","i.food_item_median","i.nfi_item_median","cheapest_price_for_1kg_of_chicken.perc","cheapest_price_for_cooking_oil.perc","cheapest_price_for_1kg_of_lentils.perc","cheapest_price_for_0.5kg_of_leafy_greens.perc","cheapest_price_for_1kg_of_bananas.perc","cheapest_price_for_12_of_eggs.perc","cheapest_price_for_1kg_of_dry_fish.perc","cheapest_price_for_1kg_rice.perc","cheapest_price_for_100g_soap_bar_of_soap.perc","cheapest_price_for_0_5l_of_bleachwashing_powder.perc","i.food_item_median.perc","i.nfi_item_median.perc","@cheapest_price_for_1kg_of_chicken.tri","@cheapest_price_for_cooking_oil.tri","@cheapest_price_for_1kg_of_lentils.tri","@cheapest_price_for_0.5kg_of_leafy_greens.tri","@cheapest_price_for_1kg_of_bananas.tri","@cheapest_price_for_12_of_eggs.tri","@cheapest_price_for_1kg_of_dry_fish.tri","@cheapest_price_for_1kg_rice.tri","@cheapest_price_for_100g_soap_bar_of_soap.tri","@cheapest_price_for_0_5l_of_bleachwashing_powder.tri","@i.food_item_median.tri","@i.nfi_item_median.tri"
"1",56,61,94,44,67,89,11,0,0,0,39,78,11,56,11,39,0,56,0,0,0,94,6,6,0,0,0,".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_sideways.png","Food assistance items","Other","Shelter items (rope, tarpaulin)",1,0,0,"Oil","Leafy_Greens","Chicken","Eggs","Soap","Rice",150,85,50,20,95,96,90,50,25,47.5,80,35,13,0,40,25,21,4,67,25,28,5,12,7,".\triangles\red_triangle.png",".\triangles\grey_triangle.png",".\triangles\red_triangle.png",".\triangles\red_triangle.png",".\triangles\green_triangle.png",".\triangles\green_triangle.png",".\triangles\green_triangle.png",".\triangles\red_triangle.png",".\triangles\red_triangle.png",".\triangles\red_triangle.png",".\triangles\green_triangle.png",".\triangles\red_triangle.png"
