"","vendor_dynamic_1.it_decreased","vendor_dynamic_1.it_increased","vendor_dynamic_1.it_stayed_the_same","vendor_dynamic_3.it_decreased","vendor_dynamic_3.it_stayed_the_same","vendor_dynamic_3.it_increased","vendor_dynamic_3.dontknow","vendor_dynamic_2.it_decreased","vendor_dynamic_2.it_stayed_the_same","vendor_dynamic_2.it_increased","vendor_dynamic_2.dontknow","vendor_dynamic_4.no","vendor_dynamic_4.not_sure","top5_difficulties_faced_in_replenishing.no_longer_access_to_credit","top5_difficulties_faced_in_replenishing.shortage_of_carriers","top5_difficulties_faced_in_replenishing.wholesalers_no_longer_visit_us","fresh_food_items.inside_the_camp","fresh_food_items.outside_the_camp","non_fresh_food_items.inside_the_camp","non_fresh_food_items.outside_the_camp","hygenic_nfi.inside_the_camp","hygenic_nfi.outside_the_camp"
"1",19,6,75,88,12,0,0,88,12,0,0,56,44,100,100,100,23,77,14,86,12,88
