"","fresh_food_items. market within camp","fresh_food_items.market_outside_of_camp","non_fresh_food_items. market within camp","non_fresh_food_items.market_outside_of_camp","hygenic_nfi. market within camp","hygenic_nfi.market_outside_of_camp","vendor_dynamic_1.it_decreased","vendor_dynamic_1.it_increased","vendor_dynamic_1.it_stayed_the_same","vendor_dynamic_3.it_decreased","vendor_dynamic_3.it_increased","vendor_dynamic_3.it_stayed_the_same","vendor_dynamic_3.dontknow","vendor_dynamic_2.it_decreased","vendor_dynamic_2.it_increased","vendor_dynamic_2.it_stayed_the_same","vendor_dynamic_2.dontknow","vendor_dynamic_4.no","vendor_dynamic_4.yes"
"1",0.4,0.6,0.4,0.6,0.5,0.5,0.230769230769231,0.153846153846154,0.615384615384615,0.846153846153846,0.153846153846154,0,0,0.846153846153846,0.153846153846154,0,0,0.615384615384615,0.384615384615385
