"","X","prevent_the_spread_of_COVID19.gel","prevent_the_spread_of_COVID19.gloves","prevent_the_spread_of_COVID19.facemasks","prevent_the_spread_of_COVID19.limiting_the_number_people","prevent_the_spread_of_COVID19.handwashing_facilities","prevent_the_spread_of_COVID19.social_distancing","prevent_the_spread_of_COVID19.implement_a_fence","community_members_accessing_markets.no_cash","community_members_accessing_markets.avoiding_markets","community_members_accessing_markets.due_to_increased_military","community_members_accessing_markets.long_waiting_times","community_members_accessing_markets.fear_of_checkpoints","community_members_accessing_markets.community_member","community_members_accessing_markets.challenges","community_members_accessing_markets.no_issues","witnessed_safety_or_security.no_problems","witnessed_safety_or_security.theft_of_items","witnessed_safety_or_security.risk_of_theft","witnessed_safety_or_security.risk_of_theft_of_items_business_hours","X.prevent_the_spread_of_COVID19.gel.tri","X.prevent_the_spread_of_COVID19.gloves.tri","X.prevent_the_spread_of_COVID19.facemasks.tri","X.prevent_the_spread_of_COVID19.limiting_the_number_people.tri","X.prevent_the_spread_of_COVID19.handwashing_facilities.tri","X.prevent_the_spread_of_COVID19.social_distancing.tri","X.prevent_the_spread_of_COVID19.implement_a_fence.tri","X.community_members_accessing_markets.no_cash.tri","X.community_members_accessing_markets.avoiding_markets.tri","X.community_members_accessing_markets.due_to_increased_military.tri","X.community_members_accessing_markets.long_waiting_times.tri","X.community_members_accessing_markets.fear_of_checkpoints.tri","X.community_members_accessing_markets.community_member.tri","X.community_members_accessing_markets.challenges.tri","X.community_members_accessing_markets.no_issues.tri","X.witnessed_safety_or_security.no_problems.tri","X.witnessed_safety_or_security.theft_of_items.tri","X.witnessed_safety_or_security.risk_of_theft.tri","X.witnessed_safety_or_security.risk_of_theft_of_items_business_hours.tri","assistance_items_if_yes_lab_1","assistance_items_if_yes_lab_2","assistance_items_if_yes_lab_3","assistance_items_if_yes_val_1","assistance_items_if_yes_val_2","assistance_items_if_yes_val_3","items_are_most_affected_lab_1","items_are_most_affected_lab_2","items_are_most_affected_lab_3","items_are_most_affected_lab_4","items_are_most_affected_lab_5","items_are_most_affected_lab_6","cheapest_price_for_4mx5m_of_chicken","cheapest_price_for_cooking_oil","cheapest_price_for_1kg_of_lentils","cheapest_price_for_0.5kg_of_leafy_greens","cheapest_price_for_1kg_of_bananas","cheapest_price_for_12__of_eggs","dry_fish_sale_in_past_week","price_of_1kg","cheapest_price_for_100g_soap_bar_of_soap","cheapest_price_for_0_5l_of_bleachwashing_powder","i.food_item_median","i.nfi_item_median","cheapest_price_for_4mx5m_of_chicken.perc","cheapest_price_for_cooking_oil.perc","cheapest_price_for_1kg_of_lentils.perc","cheapest_price_for_0.5kg_of_leafy_greens.perc","cheapest_price_for_1kg_of_bananas.perc","cheapest_price_for_12__of_eggs.perc","dry_fish_sale_in_past_week.perc","price_of_1kg.perc","cheapest_price_for_100g_soap_bar_of_soap.perc","cheapest_price_for_0_5l_of_bleachwashing_powder.perc","i.food_item_median.perc","i.nfi_item_median.perc","X.cheapest_price_for_4mx5m_of_chicken.tri","X.cheapest_price_for_cooking_oil.tri","X.cheapest_price_for_1kg_of_lentils.tri","X.cheapest_price_for_0.5kg_of_leafy_greens.tri","X.cheapest_price_for_1kg_of_bananas.tri","X.cheapest_price_for_12__of_eggs.tri","X.dry_fish_sale_in_past_week.tri","X.price_of_1kg.tri","X.cheapest_price_for_100g_soap_bar_of_soap.tri","X.cheapest_price_for_0_5l_of_bleachwashing_powder.tri","X.i.food_item_median.tri","X.i.nfi_item_median.tri","vendor_dynamic_1.it.decreased","vendor_dynamic_1.it.increased","vendor_dynamic_1.it.stayed.the.same","vendor_dynamic_1.it_decreased","vendor_dynamic_1.it_stayed_the_same","vendor_dynamic_3.it.decreased","vendor_dynamic_3.it.increased","vendor_dynamic_3.it_decreased","vendor_dynamic_3.it_stayed_the_same","vendor_dynamic_3.it_increased","vendor_dynamic_3.dontknow","vendor_dynamic_2.it.decreased","vendor_dynamic_2.it.increased","vendor_dynamic_2.it_decreased","vendor_dynamic_2.it_stayed_the_same","vendor_dynamic_2.it_increased","vendor_dynamic_2.dontknow","vendor_dynamic_4.no","vendor_dynamic_4.yes","top5_difficulties_faced_in_replenishing.shortage_of_carriers","top5_difficulties_faced_in_replenishing.suppliers_no_longer","top5_difficulties_faced_in_replenishing.increased_military_police_presence","top5_difficulties_faced_in_replenishing.don.t_have_enough_money","top5_difficulties_faced_in_replenishing.transport_of_supplies_between","top5_assistance_items_if_yes.food_assistance_items","top5_assistance_items_if_yes.clothing","top5_assistance_items_if_yes.hygiene_nfis","fresh_food_items.inside_the_camp","fresh_food_items.outside_the_camp","non_fresh_food_items.inside_the_camp","non_fresh_food_items.outside_the_camp","hygenic_nfi.inside_the_camp","hygenic_nfi.outside_the_camp","line_graph.food_item","line_graph.non_food_item","box_chart.food_item","box_chart.non_food_item","line_chart.stock","i.days_of_stock_of_chicken.0_3_days","i.days_of_stock_of_chicken.7_and_more","i.days_of_stock_of_chicken.4_7_days","i.days_of_stock_of_rice.4_7_days","i.days_of_stock_of_rice.7_and_more","i.days_of_stock_of_rice.0_3_days","i.days_of_stock_of_cooking_oil.0_3_days","i.days_of_stock_of_cooking_oil.4_7_days","i.days_of_stock_of_cooking_oil.7_and_more","i.days_of_stock_of_lentils.4_7_days","i.days_of_stock_of_lentils.7_and_more","i.days_of_stock_of_lentils.0_3_days","i.days_of_stock_of_leafy_greens.0_3_days","i.days_of_stock_of_leafy_greens.4_7_days","i.days_of_stock_of_leafy_greens.7_and_more","i.days_of_stock_of_bananas.0_3_days","i.days_of_stock_of_bananas.4_7_days","i.days_of_stock_of_bananas.7_and_more","i.days_of_stock_of_eggs.0_3_days","i.days_of_stock_of_eggs.4_7_days","i.days_of_stock_of_eggs.7_and_more","i.days_of_stock_of_dry_fish.4_7_days","i.days_of_stock_of_dry_fish.7_and_more","i.days_of_stock_of_dry_fish.0_3_days","i.days_of_stock_of_soap.4_7_days","i.days_of_stock_of_soap.7_and_more","i.days_of_stock_of_soap.0_3_days","i.days_of_stock_of_washing_powder.4_7_days","i.days_of_stock_of_washing_powder.7_and_more","i.days_of_stock_of_washing_powder.0_3_days","i.restocking_time_of_chicken.0_3_days","i.restocking_time_of_chicken.4_7_days","i.restocking_time_of_chicken.7_and_more","i.restocking_time_of_rice.0_3_days","i.restocking_time_of_rice.4_7_days","i.restocking_time_of_rice.7_and_more","i.restocking_time_of_cooking_oil.0_3_days","i.restocking_time_of_cooking_oil.4_7_days","i.restocking_time_of_cooking_oil.7_and_more","i.restocking_time_of_lentils.0_3_days","i.restocking_time_of_lentils.4_7_days","i.restocking_time_of_lentils.7_and_more","i.restocking_time_of_leafy_greens.0_3_days","i.restocking_time_of_leafy_greens.4_7_days","i.restocking_time_of_leafy_greens.7_and_more","i.restocking_time_of_bananas.0_3_days","i.restocking_time_of_bananas.4_7_days","i.restocking_time_of_bananas.7_and_more","i.restocking_time_of_eggs.0_3_days","i.restocking_time_of_eggs.4_7_days","i.restocking_time_of_eggs.7_and_more","i.restocking_time_of_dry_fish.0_3_days","i.restocking_time_of_dry_fish.4_7_days","i.restocking_time_of_dry_fish.7_and_more","i.restocking_time_of_soap.0_3_days","i.restocking_time_of_soap.4_7_days","i.restocking_time_of_soap.7_and_more","i.restocking_time_of_washing_powder.0_3_days","i.restocking_time_of_washing_powder.4_7_days","i.restocking_time_of_washing_powder.7_and_more","assistance_items.yes","over_all_price_change"
"1",1,57,43,90,29,76,86,5,57,62,38,10,24,10,43,5,86,14,5,5,".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_up.png",".\triangles\black_triangle_down.png",".\triangles\black_triangle_sideways.png",".\triangles\black_triangle_down.png","Food assistance items","Hygiene NFIs (soap, dignity kits)","NFIs (clothing)",1,0.5,0.5,"Chicken","Dry  fish","Leafy_Greens","Eggs","Oil","Bananas",130,85,30,15,115,100,150,37.5,18,45,90,32.5,8,6,33,0,22,5,0,7,67,0,13,18,".\triangles\red_triangle.png",".\triangles\red_triangle.png",".\triangles\green_triangle.png",".\triangles\grey_triangle.png",".\triangles\red_triangle.png",".\triangles\red_triangle.png",".\triangles\grey_triangle.png",".\triangles\green_triangle.png",".\triangles\green_triangle.png",".\triangles\grey_triangle.png",".\triangles\red_triangle.png",".\triangles\green_triangle.png",14,10,38,5,33,52,10,33,5,0,0,52,10,33,5,0,0,76,24,82,35,35,35,24,100,50,50,28,72,41,58,36,63,"./graphs/line_food_item.jpg","./graphs/line_non_food_item.jpg","./graphs/food_item.jpg","./graphs/non_food_item.jpg","./graphs/line_stock_item.jpg",75,25,0,50,50,0,12,50,38,67,33,0,100,0,0,100,0,0,36,45,18,60,40,0,20,80,0,38,62,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,10,2.90780141843972
